,fight_img,fight_name,orgin_code,orgin_date,orgin_time,orgin_city,dest_code,dest_date,dest_time,dest_city,duration_of_flight,duration_stops,flight_price,discount_credit
42,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",20:45,Bengaluru,BOM,"Fri, 24 Dec",07:40,Mumbai,10hr 55min,1 stop,8100,₹600 Instant Off
43,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",12:55,Bengaluru,BOM,"Thu, 23 Dec",19:35,Mumbai,6hr 40min,1 stop,8224,₹600 Instant Off
44,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",09:20,Bengaluru,BOM,"Thu, 23 Dec",16:35,Mumbai,7hr 15min,1 stop,8375,₹600 Instant Off
45,https://images.ixigo.com/img/common-resources/airline-new/UK.png,VISTARA,BLR,"Thu, 23 Dec",19:55,Bengaluru,BOM,"Fri, 24 Dec",10:00,Mumbai,14hr 5min,1 stop,8434,₹600 Instant Off
46,https://images.ixigo.com/img/common-resources/airline-new/G8.png,GO FIRST,BLR,"Thu, 23 Dec",15:45,Bengaluru,BOM,"Thu, 23 Dec",19:40,Mumbai,3hr 55min,1 stop,8946,₹600 Instant Off
47,https://images.ixigo.com/img/common-resources/airline-new/G8.png,GO FIRST,BLR,"Thu, 23 Dec",15:45,Bengaluru,BOM,"Fri, 24 Dec",01:20,Mumbai,9hr 35min,1 stop,8946,₹600 Instant Off
48,https://images.ixigo.com/img/common-resources/airline-new/UK.png,VISTARA,BLR,"Thu, 23 Dec",19:55,Bengaluru,BOM,"Fri, 24 Dec",14:30,Mumbai,18hr 35min,1 stop,8959,₹600 Instant Off
49,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",00:10,Bengaluru,BOM,"Thu, 23 Dec",06:35,Mumbai,6hr 25min,1 stop,9277,₹600 Instant Off
50,https://images.ixigo.com/img/common-resources/airline-new/AI.png,AIR INDIA,BLR,"Thu, 23 Dec",06:10,Bengaluru,BOM,"Thu, 23 Dec",12:50,Mumbai,6hr 40min,1 stop,9277,₹600 Instant Off
51,https://images.ixigo.com/img/common-resources/airline-new/AI.png,AIR INDIA,BLR,"Thu, 23 Dec",10:25,Bengaluru,BOM,"Thu, 23 Dec",20:00,Mumbai,9hr 35min,1 stop,9277,₹600 Instant Off
52,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",11:20,Bengaluru,BOM,"Thu, 23 Dec",21:25,Mumbai,10hr 5min,1 stop,9277,₹600 Instant Off
53,https://images.ixigo.com/img/common-resources/airline-new/AI.png,AIR INDIA,BLR,"Thu, 23 Dec",10:25,Bengaluru,BOM,"Thu, 23 Dec",21:15,Mumbai,10hr 50min,1 stop,9277,₹600 Instant Off
54,https://images.ixigo.com/img/common-resources/airline-new/AI.png,AIR INDIA,BLR,"Thu, 23 Dec",10:25,Bengaluru,BOM,"Thu, 23 Dec",22:10,Mumbai,11hr 45min,1 stop,9277,₹600 Instant Off
55,https://images.ixigo.com/img/common-resources/airline-new/AI.png,AIR INDIA,BLR,"Thu, 23 Dec",21:00,Bengaluru,BOM,"Fri, 24 Dec",09:05,Mumbai,12hr 5min,1 stop,9277,₹600 Instant Off
56,https://images.ixigo.com/img/common-resources/airline-new/AI.png,AIR INDIA,BLR,"Thu, 23 Dec",21:00,Bengaluru,BOM,"Fri, 24 Dec",10:10,Mumbai,13hr 10min,1 stop,9277,₹600 Instant Off
57,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",19:20,Bengaluru,BOM,"Thu, 23 Dec",23:25,Mumbai,4hr 5min,1 stop,9378,₹600 Instant Off
58,https://images.ixigo.com/img/common-resources/airline-new/AI.png,AIR INDIA,BLR,"Thu, 23 Dec",06:10,Bengaluru,BOM,"Thu, 23 Dec",20:00,Mumbai,13hr 50min,1 stop,9277,₹600 Instant Off
59,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",05:40,Bengaluru,BOM,"Thu, 23 Dec",19:35,Mumbai,13hr 55min,1 stop,9277,₹600 Instant Off
